registry_gov_id,registry_name,host,archive_pages_on_host,verdict,correct_gov_id,correct_name,evidence
us:place:1264875,"Sebring, FL",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:1734865,"Highwood, IL",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:1962040,"Pella, IA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2273640,"Sulphur, LA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2405550,"Bel Air, MD",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2416787,"Chevy Chase Village, MD",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2501370,"Amherst Town, MA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2563345,"Southbridge Town, MA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2631420,"Garden City (city), MI",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2676960,"Sturgis (city), MI",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2743810,"Montrose, MN",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2749966,"Paynesville (city), MN",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2923950,"Fenton, MO",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2953624,"Oak Grove, MO",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2953650,"Oak Grove Village, MO",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:2973618,"Town and Country, MO",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:3408170,"Brooklawn, NJ",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:3459640,"Pleasantville, NJ",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:3479040,"Westfield, NJ",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:3978624,"Union City (village), OH",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:4246792,"Malvern, PA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:4275816,"Swissvale, PA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:4964670,"Roosevelt, UT",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:5308570,"Buckley, WA",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
us:place:5568275,"River Falls (city), WI",www.youtube.com,663,shared_host,,,per-video/channel pins are a later pass
ca:csd:3534042,"West Elgin, ON",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:county:12123,"Taylor County, FL",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:county:19097,"Jackson County, IA",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:county:51185,"Tazewell County, VA",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:1665260,"Preston, ID",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:1734865,"Highwood, IL",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:1962040,"Pella, IA",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2416787,"Chevy Chase Village, MD",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2501370,"Amherst Town, MA",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2563345,"Southbridge Town, MA",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2631420,"Garden City (city), MI",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2669800,"Roseville, MI",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:2923950,"Fenton, MO",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:place:3471010,"Stone Harbor, NJ",youtu.be,241,shared_host,,,per-video/channel pins are a later pass
us:county:20143,"Ottawa County, KS",youtube.com,50,shared_host,,,per-video/channel pins are a later pass
us:place:0869645,"Sheridan, CO",youtube.com,50,shared_host,,,per-video/channel pins are a later pass
us:place:2973618,"Town and Country, MO",youtube.com,50,shared_host,,,per-video/channel pins are a later pass
us:place:4246792,"Malvern, PA",youtube.com,50,shared_host,,,per-video/channel pins are a later pass
us:place:5568275,"River Falls (city), WI",youtube.com,50,shared_host,,,per-video/channel pins are a later pass
us:place:5309480,"Camas, WA",camas.new.swagit.com,1,undecidable,,,research says Camas city; page keyed to Camas School District us:sd:5300810 -- check the Swagit footer
us:place:2953624,"Oak Grove, MO",cityofoakgrove.com,1,undecidable,,,blank page; registry claims Oak Grove MO and Oak Grove Village MO for the same host
us:place:2953650,"Oak Grove Village, MO",cityofoakgrove.com,1,undecidable,,,blank page; registry claims Oak Grove MO and Oak Grove Village MO for the same host
us:county:12131,"Walton County, FL",walton.civicweb.net,2,undecidable,,,stored 'Walton County' with no state; registry claims Walton County FL and Walton village NY for the same host
us:place:3678036,"Walton (village), NY",walton.civicweb.net,2,undecidable,,,stored 'Walton County' with no state; registry claims Walton County FL and Walton village NY for the same host
