page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
383,pcb-gov-city-council,granicus,https://pcbgov.granicus.com/player/clip/319,pcbgov.granicus.com,Pcb Gov,,,,Pcb Gov,other,unresolved,"'Pcb Gov' names no government on pcbgov.granicus.com, whose pages resolve to us:place:1254725, and its only state came from that tenant",,pcb-gov,us,,pcb-gov,no,city
384,city-of-peoria-az-2015-02-18-city-council-study-session,granicus,https://peoriaaz.granicus.com/player/clip/2374?view_id=2,peoriaaz.granicus.com,"City of Peoria, AZ",,validated,us:place:0454050,"Peoria, AZ",municipality,registry,us_places.csv Peoria city,,peoria-az,us,AZ,peoria-az,yes,city
385,city-of-pflugerville-2026-02-10-city-council-2-10-26,granicus,https://pflugerville.granicus.com/player/clip/862,pflugerville.granicus.com,City of Pflugerville.,,,us:place:4857176,"Pflugerville, TX",municipality,registry,us_places.csv Pflugerville city (state from tenant_hints.csv pflugerville.granicus.com),,pflugerville-tx,us,TX,pflugerville,yes,city
386,village-of-pinecrest-fl-2026-07-14-village-council,granicus,https://pinecrest.granicus.com/player/clip/835?view_id=2,pinecrest.granicus.com,"Village of Pinecrest, FL",,,us:place:1256625,"Pinecrest, FL",municipality,registry,us_places.csv Pinecrest village,,pinecrest-fl,us,FL,village-of-pinecrest-fl,yes,city
387,pinellas-county-fl-2026-07-08-forward-pinellas-board-meeting-on-7-8-2026,granicus,https://pinellas.granicus.com/player/clip/3107?view_id=1,pinellas.granicus.com,"Pinellas County, FL",,,us:county:12103,"Pinellas County, FL",county,registry,us_counties.csv Pinellas County,,pinellas-county-fl,us,FL,pinellas-county-fl,no,county
388,city-of-pittsburg-ca-city-council-meeting-11-21-22,granicus,https://pittsburg.granicus.com/player/clip/1847?view_id=2,pittsburg.granicus.com,"City of Pittsburg, CA",,,us:place:0657456,"Pittsburg, CA",municipality,registry,us_places.csv Pittsburg city,,pittsburg-ca,us,CA,pittsburg-ca,yes,city
389,county-of-placer-ca-board-of-supervisors,granicus,https://placer.granicus.com/player/clip/2833,placer.granicus.com,"County of Placer, CA",,,us:county:06061,"Placer County, CA",county,registry,us_counties.csv Placer County,,placer-county-ca,us,CA,county-of-placer-ca,no,county
390,city-of-plantation-city-council-cra,granicus,https://plantation.granicus.com/player/clip/2159,plantation.granicus.com,City of Plantation,,,us:place:1257425,"Plantation, FL",municipality,registry,us_places.csv Plantation city (state from tenant_hints.csv plantation.granicus.com),,plantation-fl,us,FL,plantation,yes,city
391,city-of-long-beach-and-ellis-gro-ca-harbor-commission,granicus,https://polb.granicus.com/player/clip/7618,polb.granicus.com,"City of Long Beach, CA",,repaired,us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,yes,city
392,ps-c-fl-hearing-20240026-20230090-20230139-ei-day-3,granicus,https://psc-fl.granicus.com/player/clip/4224,psc-fl.granicus.com,"Ps C, FL",,,,Ps C,other,unresolved,"not a government name: 'Ps C, FL'",,ps-c,us,,ps-c-fl,no,city
393,city-of-port-st-lucie-2024-06-19-special-city-council-meeting,granicus,https://psl.granicus.com/player/clip/6156,psl.granicus.com,City of Port St Lucie,,,rtr:us:fl:port-st-lucie,"Port St. Lucie, FL",special_district,pinned,tenant_overrides.csv psl.granicus.com source=visual_confirmed,,port-st-lucie-fl,us,FL,port-st-lucie,yes,city
394,psr-c-2-2025-11-13-transportation-policy-board,granicus,https://psrc2.granicus.com/player/clip/1001,psrc2.granicus.com,Psr C 2,,,rtr:us:wa:puget-sound-regional-council,"Puget Sound Regional Council, WA",special_district,pinned,tenant_overrides.csv psrc2.granicus.com source=visual_confirmed,,puget-sound-regional-council-wa,us,WA,psr-c-2,no,city
395,city-of-punta-gorda-council-is-seeking-the-servic-2025-02-04-city-council,granicus,https://puntagorda.granicus.com/player/clip/631,puntagorda.granicus.com,"City of Punta Gorda, FL",,repaired,us:place:1259200,"Punta Gorda, FL",municipality,registry,us_places.csv Punta Gorda city,,punta-gorda-fl,us,FL,punta-gorda-fl,yes,city
396,city-of-manassas-park-va-2025-11-29-board-of-county-supervisors-meeting,granicus,https://pwcgov.granicus.com/player/clip/3737,pwcgov.granicus.com,"City of Manassas Park, VA",,,us:place:5148968,"Manassas Park, VA",municipality,registry,us_places.csv Manassas Park city,,manassas-park-va,us,VA,manassas-park-va,yes,city
397,ramsey-county-2026-05-19-board-of-commissioners-on-2026-05-19-9-00-am,granicus,https://ramseycountymn.granicus.com/player/clip/1454?view_id=1,ramseycountymn.granicus.com,Ramsey County,,,us:county:27123,"Ramsey County, MN",county,registry,us_counties.csv Ramsey County (state from subdomain ramseycountymn.granicus.com),,ramsey-county-mn,us,MN,ramsey-county,no,county
398,city-of-redding-ca-2025-09-16-sep-16-2025-6-00-pm-redding-city-council-regular-m,granicus,https://reddingca.granicus.com/player/clip/2244?view_id=4,reddingca.granicus.com,"City of Redding, CA",,,us:place:0659920,"Redding, CA",municipality,registry,us_places.csv Redding city,,redding-ca,us,CA,redding-ca,yes,city
399,harris-county-committee-meetings-audit-human-resources-finance-and-business-admi,granicus,https://ridemetro.granicus.com/player/clip/2772,ridemetro.granicus.com,"Harris County, TX",,validated,us:county:48201,"Harris County, TX",county,registry,us_counties.csv Harris County,,harris-county-tx,us,TX,harris-county-tx,no,county
400,ride-uta-2025-09-24-board-of-trustees-on-2025-09-24-9-00-am,granicus,https://rideuta.granicus.com/player/clip/389,rideuta.granicus.com,Ride Uta,,,,Ride Uta,other,unresolved,no state for 'Ride Uta',,ride-uta,us,,ride-uta,no,city
401,city-of-rio-rancho-nm-planning-and-zoning-board,granicus,https://riorancho.granicus.com/player/clip/2098,riorancho.granicus.com,"City of Rio Rancho, NM",,,us:place:3563460,"Rio Rancho, NM",municipality,registry,us_places.csv Rio Rancho city,,rio-rancho-nm,us,NM,rio-rancho-nm,yes,city
402,city-of-riverside-2026-04-27-housing-and-homelessness-committee-art-pick-council,granicus,https://riversideca.granicus.com/player/clip/6702,riversideca.granicus.com,City of Riverside,,,us:place:0662000,"Riverside, CA",municipality,registry,us_places.csv Riverside city (state from subdomain riversideca.granicus.com),,riverside-ca,us,CA,riverside,yes,city
403,rochester-mn-city-council,granicus,https://rochestermn.granicus.com/player/clip/5028,rochestermn.granicus.com,"Rochester, MN",,validated,us:place:2754880,"Rochester (city), MN",municipality,registry,us_places.csv Rochester city,,rochester-city-mn,us,MN,rochester-mn,no,city
404,city-of-rockville-2025-09-08-mayor-and-council-meeting-september-8-2025-meeting,granicus,https://rockvillemd.granicus.com/player/clip/5115,rockvillemd.granicus.com,City of Rockville,,,us:place:2467675,"Rockville, MD",municipality,registry,us_places.csv Rockville city (state from subdomain rockvillemd.granicus.com),,rockville-md,us,MD,rockville,yes,city
405,city-of-rohnert-park-ca-2024-10-24-rohnert-park-city-council-rohnert-park-financ,granicus,https://rpcity.granicus.com/player/clip/1864,rpcity.granicus.com,"City of Rohnert Park, CA",,,us:place:0662546,"Rohnert Park, CA",municipality,registry,us_places.csv Rohnert Park city,,rohnert-park-ca,us,CA,rohnert-park-ca,yes,city
406,city-of-sacramento-ca-2026-05-26-budget-and-audit-committee,granicus,https://sacramento.granicus.com/player/clip/6773,sacramento.granicus.com,"City of Sacramento, CA",,,us:place:0664000,"Sacramento, CA",municipality,registry,us_places.csv Sacramento city,,sacramento-ca,us,CA,sacramento-ca,yes,city
407,county-of-san-bernardino-ca-2026-05-19-board-of-supervisors-regular-meeting-on-2,granicus,https://sanbernardino.granicus.com/player/clip/7102,sanbernardino.granicus.com,"County of San Bernardino, CA",,,us:county:06071,"San Bernardino County, CA",county,registry,us_counties.csv San Bernardino County,,san-bernardino-county-ca,us,CA,county-of-san-bernardino-ca,no,county
408,county-of-san-mateo-ca-2026-01-13-board-of-supervisors-on-2026-01-13-9-00-am-htt,granicus,https://sanmateocounty.granicus.com/player/clip/1823,sanmateocounty.granicus.com,"County of San Mateo, CA",,validated,us:county:06081,"San Mateo County, CA",county,registry,us_counties.csv San Mateo County,,san-mateo-county-ca,us,CA,county-of-san-mateo-ca,no,county
409,city-of-san-pablo-ca-2023-08-07-city-council-on-2023-08-07-6-00-pm,granicus,https://sanpablo.granicus.com/player/clip/531?view_id=1,sanpablo.granicus.com,"City of San Pablo, CA",,,us:place:0668294,"San Pablo, CA",municipality,registry,us_places.csv San Pablo city,,san-pablo-ca,us,CA,san-pablo-ca,yes,city
410,city-of-santa-clara-2025-09-23-city-council-and-authorities-concurrent-on-2025-0,granicus,https://santaclara.granicus.com/player/clip/2398?view_id=1,santaclara.granicus.com,"City of Santa Clara, CA",,manual_override,us:place:0669084,"Santa Clara, CA",municipality,registry,us_places.csv Santa Clara city,,santa-clara-ca,us,CA,santa-clara-ca,yes,city
411,city-of-sarasota-legacy-business-pledge-of-public-2025-09-09-regular-city-commis,granicus,https://sarasota.granicus.com/player/clip/12842,sarasota.granicus.com,"City of Sarasota, FL",,repaired,us:place:1264175,"Sarasota, FL",municipality,registry,us_places.csv Sarasota city,,sarasota-fl,us,FL,sarasota-fl,yes,city
412,satellite-beach-fl-city-council-regular-meeting,granicus,https://satellitebeach.granicus.com/player/clip/988,satellitebeach.granicus.com,"Satellite Beach, FL",,,us:place:1264400,"Satellite Beach, FL",municipality,registry,us_places.csv Satellite Beach city,,satellite-beach-fl,us,FL,satellite-beach-fl,no,city
413,sauk-county-wi-sauk-county-board-of-supervisors,granicus,https://sauk.granicus.com/player/clip/2763,sauk.granicus.com,"Sauk County, WI",,,us:county:55111,"Sauk County, WI",county,registry,us_counties.csv Sauk County,,sauk-county-wi,us,WI,sauk-county-wi,no,county
414,santa-barbara-county-ca-santa-barbara-county-association-of-governments-sbcag,granicus,https://sbcounty.granicus.com/player/clip/5043,sbcounty.granicus.com,"Santa Barbara County, CA",,,us:county:06083,"Santa Barbara County, CA",county,registry,us_counties.csv Santa Barbara County,,santa-barbara-county-ca,us,CA,santa-barbara-county-ca,no,county
415,santa-clara-county-ca-2012-05-15-board-of-supervisors-budget-workshop,granicus,https://sccgov.granicus.com/player/clip/650?view_id=8,sccgov.granicus.com,"Santa Clara County, CA",,,us:county:06085,"Santa Clara County, CA",county,registry,us_counties.csv Santa Clara County,,santa-clara-county-ca,us,CA,santa-clara-county-ca,no,county
416,city-of-scottsdale-and-authorizing-the-repeal-of-city-council-special-meeting,granicus,https://scottsdale.granicus.com/player/clip/13134,scottsdale.granicus.com,"City of Scottsdale, AZ",,repaired,us:place:0465000,"Scottsdale, AZ",municipality,registry,us_places.csv Scottsdale city,,scottsdale-az,us,AZ,scottsdale-az,yes,city
417,s-fw-md-2024-12-12-february-2025-governing-board-meeting,granicus,https://sfwmd.granicus.com/player/clip/491,sfwmd.granicus.com,"S Fw, MD",,,,S Fw,other,unresolved,"not a government name: 'S Fw, MD'",,s-fw,us,,s-fw-md,no,city
418,city-of-sunny-isles-beach-fl-regular-city-commission,granicus,https://sibfl.granicus.com/player/clip/418,sibfl.granicus.com,"City of Sunny Isles Beach, FL",,,us:place:1269555,"Sunny Isles Beach, FL",municipality,registry,us_places.csv Sunny Isles Beach city,,sunny-isles-beach-fl,us,FL,sunny-isles-beach-fl,yes,city
419,city-of-simi-valley-ca-2025-05-19-city-council-meeting-05-19-2025-closed-session,granicus,https://simivalley.granicus.com/player/clip/2921,simivalley.granicus.com,"City of Simi Valley, CA",,validated,us:place:0672016,"Simi Valley, CA",municipality,registry,us_places.csv Simi Valley city,,simi-valley-ca,us,CA,simi-valley-ca,yes,city
420,county-of-skagit-wa-2026-07-07-record-of-the-proceedings-tuesday-session,granicus,https://skagit.granicus.com/player/clip/5089?view_id=8,skagit.granicus.com,"County of Skagit, WA",,,us:county:53057,"Skagit County, WA",county,registry,us_counties.csv Skagit County,,skagit-county-wa,us,WA,county-of-skagit-wa,no,county
421,sonoma-county-ca-2026-03-24-board-of-supervisors-on-2026-03-24-9-00-am,granicus,https://sonoma-county.granicus.com/player/clip/1726?view_id=2,sonoma-county.granicus.com,"Sonoma County, CA",,,us:county:06097,"Sonoma County, CA",county,registry,us_counties.csv Sonoma County,,sonoma-county-ca,us,CA,sonoma-county-ca,no,county
422,california-state-personnel-board-2025-04-08-state-personnel-board-meeting,granicus,https://spb.granicus.com/player/clip/1069?view_id=3,spb.granicus.com,California State Personnel Board,,,rtr:us:ca:california-state-personnel-board,"California State Personnel Board, CA",other,pinned,tenant_overrides.csv spb.granicus.com source=visual_confirmed,,california-state-personnel-board-ca,us,CA,california-state-personnel-board,no,city
423,city-of-saint-paul-2026-06-24-city-council-on-2026-06-24-3-30-pm,granicus,https://stpaul.granicus.com/player/clip/5944?view_id=37,stpaul.granicus.com,City of Saint Paul,,,,City of Saint Paul,municipality,unresolved,no state for 'City of Saint Paul',,city-of-saint-paul,us,,saint-paul,yes,city
424,city-of-st-petersburg-city-council,granicus,https://stpete.granicus.com/player/clip/6889,stpete.granicus.com,City of St. Petersburg,,,us:place:1263000,"St. Petersburg, FL",municipality,registry,us_places.csv St. Petersburg city (state from tenant_hints.csv stpete.granicus.com),,st-petersburg-fl,us,FL,st-petersburg,yes,city
425,city-of-sunrise-fl-2021-09-09-city-commission-meeting,granicus,https://sunrisefl.granicus.com/player/clip/858?view_id=4,sunrisefl.granicus.com,"City of Sunrise, FL",,,us:place:1269700,"Sunrise, FL",municipality,registry,us_places.csv Sunrise city,,sunrise-fl,us,FL,sunrise-fl,yes,city
426,city-of-tampa-d-board-of-directors,granicus,https://tampabaywater.granicus.com/player/clip/363,tampabaywater.granicus.com,City of Tampa D.,,,rtr:us:fl:tampa-bay-water,"Tampa Bay Water, FL",special_district,pinned,tenant_overrides.csv tampabaywater.granicus.com source=visual_confirmed,,tampa-bay-water-fl,us,FL,tampa-d,yes,city
427,tarrant-county-tx-2026-08-31-monthly-meeting-of-the-board-of-trustees,granicus,https://tccd.granicus.com/player/clip/446,tccd.granicus.com,"Tarrant County, TX",,,rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3,,tarrant-county-college-district-tx,us,TX,tarrant-county-tx,no,county
428,temecula-ca-2023-02-28-city-council-on-2023-02-28-6-00-pm-regular-meeting,granicus,https://temeculaca.granicus.com/player/clip/242?view_id=1,temeculaca.granicus.com,"Temecula, CA",,,us:place:0678120,"Temecula, CA",municipality,registry,us_places.csv Temecula city,,temecula-ca,us,CA,temecula-ca,no,city
429,town-of-surfside-fl-special-town-commission-meeting,granicus,https://townofsurfsidefl.granicus.com/player/clip/554,townofsurfsidefl.granicus.com,"Town of Surfside, FL",,,us:place:1270075,"Surfside, FL",municipality,registry,us_places.csv Surfside town,,surfside-fl,us,FL,town-of-surfside-fl,yes,city
430,northern-dakota-county-2025-05-07-west-st-paul-environmental-committee,granicus,https://townsquaretv.granicus.com/player/clip/19746,townsquaretv.granicus.com,Northern Dakota County,,unverified,,Northern Dakota County,county,unresolved,no state for 'Northern Dakota County',,northern-dakota-county,us,,northern-dakota-county,no,county
431,city-of-tustin-2025-09-02-regular-meeting-of-city-council-tustin-legacy,granicus,https://tustin.granicus.com/player/clip/2770,tustin.granicus.com,City of Tustin,,,us:place:0680854,"Tustin, CA",municipality,registry,us_places.csv Tustin city (state from tenant_hints.csv tustin.granicus.com),,tustin-ca,us,CA,tustin,yes,city
432,upper-dublin-boc-stated-20240312,granicus,https://upperdublin.granicus.com/player/clip/1299,upperdublin.granicus.com,"Upper Dublin, PA",,validated,us:cousub:4209179008,"Upper Dublin Township, PA",township,registry,us_cousubs.csv Upper Dublin township,,upper-dublin-township-pa,us,PA,upper-dublin-pa,no,city
433,virginia-senate-2025-10-31-october-31-2025-2024-special-session-i-9-00-am,granicus,https://virginia-senate.granicus.com/player/clip/7653?view_id=3,virginia-senate.granicus.com,Virginia Senate,,,us:state:51,State of Virginia,state,registry,us_states.csv Virginia,Senate,state-of-virginia,us,VA,virginia-senate,no,city
434,city-of-walnut-creek-2026-03-19-transportation-commission,granicus,https://walnutcreek.granicus.com/player/clip/5386?view_id=12,walnutcreek.granicus.com,City of Walnut Creek,,,us:place:0683346,"Walnut Creek, CA",municipality,registry,us_places.csv Walnut Creek city (state from tenant_hints.csv walnutcreek.granicus.com),,walnut-creek-ca,us,CA,walnut-creek,yes,city
435,city-of-waukesha-wi-2022-05-31-finance-committee-on-2022-05-31-6-00-pm,granicus,https://waukesha.granicus.com/player/clip/4929?view_id=1,waukesha.granicus.com,"City of Waukesha, WI",,,us:place:5584250,"Waukesha (city), WI",municipality,registry,us_places.csv Waukesha city,,waukesha-city-wi,us,WI,waukesha-wi,yes,city
436,city-of-west-hollywood-ca-2024-10-21-regular-city-council-meeting,granicus,https://weho.granicus.com/player/clip/4140?view_id=22,weho.granicus.com,"City of West Hollywood, CA",,validated,us:place:0684410,"West Hollywood, CA",municipality,registry,us_places.csv West Hollywood city,,west-hollywood-ca,us,CA,west-hollywood-ca,yes,city
437,wellington-2024-09-24-education-committee-on-2024-09-24-6-30-pm,granicus,https://wellington.granicus.com/player/clip/1495,wellington.granicus.com,Wellington,,validated,us:place:1275812,"Wellington, FL",municipality,registry,us_places.csv Wellington village (state from tenant_hints.csv wellington.granicus.com),,wellington-fl,us,FL,wellington,no,city
438,westchester-county-ny-2026-01-05-board-of-legislators-on-2026-01-05-7-00-pm,granicus,https://westchestercountyny.granicus.com/player/clip/8102,westchestercountyny.granicus.com,"Westchester County, NY",,,us:county:36119,"Westchester County, NY",county,registry,us_counties.csv Westchester County,,westchester-county-ny,us,NY,westchester-county-ny,no,county
439,town-of-windsor-2025-03-11-planning-commission,granicus,https://windsor-ca.granicus.com/player/clip/1725,windsor-ca.granicus.com,Town of Windsor,,,us:place:0685922,"Windsor, CA",municipality,registry,us_places.csv Windsor town (state from subdomain windsor-ca.granicus.com),,windsor-ca,us,CA,town-of-windsor,yes,city
440,city-of-winston-salem-nc-2025-05-19-regular-meeting-of-the-winston-salem-city-co,granicus,https://winston-salem.granicus.com/player/clip/4274?view_id=4,winston-salem.granicus.com,City of Lees Summit,,unverified,,City of Lees Summit,municipality,unresolved,"'City of Lees Summit' names no government on winston-salem.granicus.com, whose pages resolve to us:place:3775000, and its only state came from that tenant",,city-of-lees-summit,us,,lees-summit,yes,city
441,city-of-winter-springs-fl-city-commission-budget-workshop,granicus,https://winterspringsfl.granicus.com/player/clip/1019,winterspringsfl.granicus.com,"City of Winter Springs, FL",,,us:place:1278325,"Winter Springs, FL",municipality,registry,us_places.csv Winter Springs city,,winter-springs-fl,us,FL,winter-springs-fl,yes,city
442,washington-suburban-sanitary-commission-2026-02-18-wssc-water-commission-meeting,granicus,https://wsscwater.granicus.com/player/clip/1473?view_id=2,wsscwater.granicus.com,Washington Suburban Sanitary Commission,,unverified,,Washington Suburban Sanitary Commission,special_district,unresolved,no state for 'Washington Suburban Sanitary Commission',,washington-suburban-sanitary-commission,us,,washington-suburban-sanitary-commission,no,agency
443,angleton-tx-2024-06-11-jun-11-2024-city-council,swagit,https://angletontx.new.swagit.com/videos/307669,angletontx.new.swagit.com,"Angleton, TX",,,us:place:4803264,"Angleton, TX",municipality,registry,us_places.csv Angleton city,,angleton-tx,us,TX,angleton-tx,no,city
444,anna-tx-2025-09-23-sep-23-2025-city-council-meeting,swagit,https://annatx.new.swagit.com/videos/356452,annatx.new.swagit.com,"Anna, TX",,,us:place:4803300,"Anna, TX",municipality,registry,us_places.csv Anna city,,anna-tx,us,TX,anna-tx,no,city
445,abilene-tx-2026-05-14-may-14-2026-city-council,swagit,https://abilenetx.new.swagit.com/videos/387914,abilenetx.new.swagit.com,"Abilene, TX",,validated,us:place:4801000,"Abilene, TX",municipality,registry,us_places.csv Abilene city,,abilene-tx,us,TX,abilene-tx,no,city
446,amarillo-tx-2026-01-27-jan-27-2026-city-council-regular-meeting,swagit,https://amarillotx.new.swagit.com/videos/373298,amarillotx.new.swagit.com,"Amarillo, TX",,,us:place:4803000,"Amarillo, TX",municipality,registry,us_places.csv Amarillo city,,amarillo-tx,us,TX,amarillo-tx,no,city
447,atlantic-beach-fl-2026-03-23-mar-23-2026-commission-meeting,swagit,https://atlanticbeachfl.new.swagit.com/videos/378903,atlanticbeachfl.new.swagit.com,"Atlantic Beach, FL",,validated,us:place:1202400,"Atlantic Beach, FL",municipality,registry,us_places.csv Atlantic Beach city,,atlantic-beach-fl,us,FL,atlantic-beach-fl,no,city
448,baton-rouge-la-2026-05-18-may-18-2026-planning-commission,swagit,https://batonrougela.new.swagit.com/videos/388195,batonrougela.new.swagit.com,"Baton Rouge, LA",,,us:place:2205000,"Baton Rouge, LA",municipality,registry,us_places.csv Baton Rouge city,,baton-rouge-la,us,LA,baton-rouge-la,no,city
449,austin-tx-2026-07-27-jul-27-2026-parks-and-recreation-board,swagit,https://austintx.new.swagit.com/videos/394554,austintx.new.swagit.com,"Austin, TX",,,us:place:4805000,"Austin, TX",municipality,registry,us_places.csv Austin city,,austin-tx,us,TX,austin-tx,no,city
450,bay-county-fl-2025-10-20-oct-20-2025-bay-county-delegation-meeting,swagit,https://baycountyfl.new.swagit.com/videos/358547,baycountyfl.new.swagit.com,"Bay County, FL",,,us:county:12005,"Bay County, FL",county,registry,us_counties.csv Bay County,,bay-county-fl,us,FL,bay-county-fl,no,county
451,accomack-county-va-2026-04-23-apr-23-2026-wetlands-board,swagit,https://accomackcountyva.new.swagit.com/videos/383197,accomackcountyva.new.swagit.com,"Accomack County, VA",,,us:county:51001,"Accomack County, VA",county,registry,us_counties.csv Accomack County,,accomack-county-va,us,VA,accomack-county-va,no,county
452,battle-ground-public-schools-wa-2025-11-10-nov-10-2025-board-of-directors-specia,swagit,https://battlegroundps.new.swagit.com/videos/360421,battlegroundps.new.swagit.com,"Battle Ground Public Schools, WA",,,us:sd:5300380,"Battle Ground School District, WA",school_district,registry,us_school_districts.csv Battle Ground School District (unified),,battle-ground-school-district-wa,us,WA,battle-ground-public-schools-wa,no,school
453,beaumont-tx-2025-10-21-oct-21-2025-city-council,swagit,https://beaumonttx.new.swagit.com/videos/358694,beaumonttx.new.swagit.com,"Beaumont, TX",,,us:place:4807000,"Beaumont, TX",municipality,registry,us_places.csv Beaumont city,,beaumont-tx,us,TX,beaumont-tx,no,city
454,bedford-tx-2025-12-09-dec-09-2025-city-council,swagit,https://bedfordtx.new.swagit.com/videos/363148,bedfordtx.new.swagit.com,"Bedford, TX",,,us:place:4807132,"Bedford, TX",municipality,registry,us_places.csv Bedford city,,bedford-tx,us,TX,bedford-tx,no,city
455,birdville-isd-tx-2022-01-27-jan-27-2022-regular-board-meetings,swagit,https://birdvilleisdtx.new.swagit.com/videos/153677,birdvilleisdtx.new.swagit.com,"Birdville ISD, TX",,,rtr:us:tx:birdville-isd,"Birdville ISD, TX",school_district,unverified,"minted from 'Birdville ISD, TX'",,birdville-isd-tx,us,TX,birdville-isd-tx,no,school
456,addison-tx-2026-01-30-jan-30-2026-2026-city-council-strategic-planning-session,swagit,https://addisontx.new.swagit.com/videos/374152,addisontx.new.swagit.com,"Addison, TX",,,us:place:4801240,"Addison, TX",municipality,registry,us_places.csv Addison town,,addison-tx,us,TX,addison-tx,no,city
457,bonita-usd-ca-2025-11-05-nov-05-2025-regular-board-meeting,swagit,https://bonitausdca.new.swagit.com/videos/360072,bonitausdca.new.swagit.com,"Bonita USD, CA",,,us:sd:0605610,"Bonita Unified School District, CA",school_district,registry,us_school_districts.csv Bonita Unified School District (unified),,bonita-unified-school-district-ca,us,CA,bonita-usd-ca,no,school
458,brentwood-tn-2026-01-05-jan-05-2026-brentwood-planning-commission,swagit,https://brentwoodtn.new.swagit.com/videos/371130,brentwoodtn.new.swagit.com,"Brentwood, TN",,,us:place:4708280,"Brentwood, TN",municipality,registry,us_places.csv Brentwood city,,brentwood-tn,us,TN,brentwood-tn,no,city
459,baltimore-county-schools-md-2026-01-13-jan-13-2026-board-of-education-meeting,swagit,https://bcps.new.swagit.com/videos/371979,bcps.new.swagit.com,"Baltimore County Schools, MD",,,us:sd:2400120,"Baltimore County Public Schools, MD",school_district,registry,us_school_districts.csv Baltimore County Public Schools (unified),,baltimore-county-public-schools-md,us,MD,baltimore-county-schools-md,no,county
460,caldwell-county-tx-2026-05-28-may-28-2026-commissioners-court-workshop,swagit,https://caldwellcountytx.new.swagit.com/videos/389432,caldwellcountytx.new.swagit.com,"Caldwell County, TX",,validated,us:county:48055,"Caldwell County, TX",county,registry,us_counties.csv Caldwell County,,caldwell-county-tx,us,TX,caldwell-county-tx,no,county
461,carmel-in-2026-05-07-may-07-2026-carmel-council-claims-meeting,swagit,https://carmelin.new.swagit.com/videos/386207,carmelin.new.swagit.com,"Carmel, IN",,,us:place:1810342,"Carmel, IN",municipality,registry,us_places.csv Carmel city,,carmel-in,us,IN,carmel-in,no,city
462,oct-30-2025-mpo-board-meeting-broward-mpo,swagit,https://browardmpo.new.swagit.com/videos/359517,browardmpo.new.swagit.com,"Broward Metropolitan Planning Organization, FL",,fallback,rtr:us:fl:broward-metropolitan-planning-organization,"Broward Metropolitan Planning Organization, FL",special_district,pinned,tenant_overrides.csv browardmpo.new.swagit.com source=known_domains,,broward-metropolitan-planning-organization-fl,us,FL,broward-metropolitan-planning-organization-fl,no,agency
463,beaufort-county-sc-2026-06-15-jun-15-2026-natural-resources-committee-special-ca,swagit,https://beaufortcountysc.new.swagit.com/videos/391106,beaufortcountysc.new.swagit.com,"Beaufort County, SC",,,us:county:45013,"Beaufort County, SC",county,registry,us_counties.csv Beaufort County,,beaufort-county-sc,us,SC,beaufort-county-sc,no,county
464,calvert-county-public-schools-md-2026-02-12-feb-12-2026-board-of-education,swagit,https://calvertcountyps.new.swagit.com/videos/375093,calvertcountyps.new.swagit.com,"Calvert County Public Schools, MD",,unverified,us:sd:2400150,"Calvert County Public Schools, MD",school_district,registry,us_school_districts.csv Calvert County Public Schools (unified),,calvert-county-public-schools-md,us,MD,calvert-county-public-schools-md,no,county
465,carroll-isd-tx-2026-01-12-jan-12-2026-school-board-special-workshop,swagit,https://carrollisdtx.new.swagit.com/videos/371732,carrollisdtx.new.swagit.com,"Carroll ISD, TX",,,rtr:us:tx:carroll-isd,"Carroll ISD, TX",school_district,unverified,"minted from 'Carroll ISD, TX'",,carroll-isd-tx,us,TX,carroll-isd-tx,no,school
466,caroline-county-ps-md-2023-01-17-jan-17-2023-board-work-session,swagit,https://carolineschools.new.swagit.com/videos/205810,carolineschools.new.swagit.com,"Caroline County PS, MD",,unverified,rtr:us:md:caroline-county-ps,"Caroline County PS, MD",county,unverified,"minted from 'Caroline County PS, MD'",,caroline-county-ps-md,us,MD,caroline-county-ps-md,no,county
467,apr-24-2024-board-work-session-cecil-county-public-schools,swagit,https://ccpsmd.new.swagit.com/videos/303657,ccpsmd.new.swagit.com,"Cecil County Public Schools, MD",,unverified,us:sd:2400240,"Cecil County Public Schools, MD",school_district,registry,us_school_districts.csv Cecil County Public Schools (unified),,cecil-county-public-schools-md,us,MD,cecil-county-public-schools-md,no,county
468,camas-school-district-wa-2025-07-28-jul-28-2025-school-board-meeting,swagit,https://camas.new.swagit.com/videos/351088,camas.new.swagit.com,"Camas School District, WA",,unverified,us:sd:5300810,"Camas School District, WA",school_district,registry,us_school_districts.csv Camas School District (unified),,camas-school-district-wa,us,WA,camas-school-district-wa,no,school
