gov_id,city_name,state_or_province,country,population_estimate,domain,platform,reject_reason,example_meeting_url,example_agenda_or_calendar_url,alternate_domains,alternate_urls
us:place:5500100,Abbotsford city,Wisconsin,United States,2413,pub-abbotsford.escribemeetings.com,escribe,meeting-without-video,https://pub-abbotsford.escribemeetings.com/Meeting.aspx?Agenda=Merged&Id=c157e0a4-351f-49f2-bd63-bc0747196fed&lang=English,https://pub-abbotsford.escribemeetings.com/VideoStream.aspx?MeetingId=4dda4ab2-f7d3-4d0d-8287-b441803c3072,,
us:place:5518700,Dane village,Wisconsin,United States,1119,dane.granicus.com,granicus,no-platform-link-found,https://dane.granicus.com/player/clip/5572,https://townofdane.gov/agendas-minutes/,villageofdane.org,
us:place:5538350,Johnson Creek village,Wisconsin,United States,3435,johnsoncreek-wi.us,civicweb,meeting-without-video,,https://johnsoncreekwi.civicweb.net/filepro/documents/3427,johnsoncreekwi.us,
us:place:5554500,Mosinee city,Wisconsin,United States,4529,mosinee.wi.us,iqm2,meeting-without-video,,http://mosineecitywi.iqm2.com/Citizens/default.aspx,townofmosineewi.gov,
us:place:5561325,Park Ridge village,Wisconsin,United States,545,parkridge.us,granicus,no-platform-link-found,,,park-ridge.us;vi.parkridge.wi.gov,
us:place:5565100,Prairie du Sac village,Wisconsin,United States,4316,prairiedusac.net,vimeo,meeting-without-video,,https://www.prairiedusac.net/agendas-minutes,,
us:place:5568550,Rochester village,Wisconsin,United States,3786,rochesterwi.gov,civicweb,no-platform-link-found,https://rochesterwi.civicweb.net/portal/#jumpToMain,https://rochesterwi.civicweb.net/portal/,,
us:place:5579475,Thiensville village,Wisconsin,United States,3267,village.thiensville.wi.us,civicclerk,no-meeting-nor-video,,https://thiensvillewi.portal.civicclerk.com/,thiensville.gov,
us:place:0606798,Bishop city,California,United States,3696,cityofbishop.ca.gov,granicus,no-video-found,https://bishop-ca.granicus.com/player/clip/1804?redirect=true&view_id=1,,,
us:place:0885705,Winter Park town,Colorado,United States,1217,wpgov.com,granicus,meeting-without-video,,https://winterparkcolorado.granicus.com/MediaPlayer.php?view_id=1&clip_id=94,,
us:place:1211975,Chipley city,Florida,United States,3804,cityofchipley.com,municode_meetings,no-video-found,,https://cityofchipley.com/AgendaCenter,,
us:place:1716470,Cortland town,Illinois,United States,4676,cortlandil.org,municode_meetings,meeting-without-video,,http://cortland-il.municodemeetings.com/,,
us:place:2018400,Douglass city,Kansas,United States,1506,cityofdouglassks.com,civicweb,no-platform-link-found,,,,
us:place:2280815,Westlake city,Louisiana,United States,4763,cityofwestlake.com,civicweb,no-platform-link-found,,,,
us:place:2624020,East Jordan city,Michigan,United States,2243,eastjordancity.org,granicus,no-platform-link-found,https://eastjordancity.granicus.com/MediaPlayer.php?view_id=1&clip_id=159,,,
us:place:2661020,Orchard Lake Village city,Michigan,United States,2214,cityoforchardlake.com,civicweb,no-platform-link-found,,,,
us:place:2740220,Maple Lake city,Minnesota,United States,2216,ci.maple-lake.mn.us,viebit,meeting-without-video,,https://maplelake.viebit.com,ci.maplelake.mn.us;maplelakemn.org,
us:place:3457600,Pennington borough,New Jersey,United States,2889,penningtonboro.org,municode_meetings,no-video-found,,https://www.penningtonboro.org/AgendaCenter,,
us:place:3576480,Taos Ski Valley village,New Mexico,United States,81,vtsv.org,civicclerk,meeting-without-video,https://us02web.zoom.us/rec/play/mLGojPO28Rvvz6vnt1Iw1ualixx4X6aZWbHWFkEP-fbTE1ewFdPrytkFMQtMY_GvaZ-b_-ZP1Tcg-b8.hu2R7Gxar1alI21X,https://www.vtsv.org/AgendaCenter,taosskivalley.com,
us:place:3703150,Bald Head Island village,North Carolina,United States,279,villagebhi.org,granicus,no-meeting-nor-video,,,,
us:place:3720600,Elizabethtown town,North Carolina,United States,3306,elizabethtownnc.org,granicus,meeting-without-video,,https://elizabethtownnc.granicus.com/ViewPublisher.php?view_id=2,,
us:place:3761060,Sharpsburg town,North Carolina,United States,1798,sharpsburgnc.com,granicus,no-meeting-nor-video,,,,
us:place:3766500,Sylva town,North Carolina,United States,2691,townofsylva.org,municode_meetings,no-video-found,,https://www.youtube.com/embed/Rtele7OArjg?rel=0,sylvanc.govoffice3.com,
us:place:3772540,West Jefferson town,North Carolina,United States,1348,townofwj.com,vimeo,no-platform-link-found,,,townofwjnc.com,
us:place:3945066,Loudonville village,Ohio,United States,2733,loudonville-oh.us,civicweb,meeting-without-video,,https://loudonville-oh.us/planning-commission-meeting-agendas/,,
ca:csd:3548034,East Ferris,Ontario,Canada,4946,eastferris.ca,escribe,meeting-without-video,,https://pub-eastferris.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=d11dbaf9-f4d2-4e80-b951-7084e4624b1f&lang=English,pub-eastferris.escribemeetings.com,
ca:csd:3502001,East Hawkesbury,Ontario,Canada,3418,www.easthawkesbury.ca,escribe,meeting-without-video,,https://pub-easthawkesbury.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=1c4263e3-58b1-4dd7-914c-bc4c31b44f3d&lang=English,pub-easthawkesbury.escribemeetings.com,
ca:csd:3557035,Huron Shores,Ontario,Canada,1860,www.huronshores.ca,escribe,meeting-without-video,,https://pub-huronshores.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=7cdf19b6-950a-4bc0-a0aa-3d7989cf6e3b&lang=English,pub-huronshores.escribemeetings.com,
ca:csd:3549005,The Archipelago,Ontario,Canada,979,www.thearchipelago.on.ca,escribe,meeting-without-video,,https://pub-thearchipelago.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=97bde161-0a24-459e-aae3-edddc94e3e31&lang=English,pub-thearchipelago.escribemeetings.com,
us:place:5550025,Mauston city,Wisconsin,United States,4133,mauston.com,champds,no-meeting-nor-video,,https://mauston-wi.municodemeetings.com/,,
us:place:5587200,Williams Bay village,Wisconsin,United States,2935,williamsbay.org,civicclerk,no-video-found,,https://www.williamsbay.org/AgendaCenter,,
