gov_id,city_name,state_or_province,country,population_estimate,domain,platform,reject_reason,example_meeting_url,example_agenda_or_calendar_url,alternate_domains,alternate_urls
us:place:4831616,Gunter city,Texas,United States,2574,guntertx.gov,civicplus,no-platform-link-found,,https://guntertx.gov/list.aspx,,
us:place:4831952,Hamilton city,Texas,United States,3016,hamiltontexas.com,civicplus,meeting-without-video,,http://www.hamiltontexas.com/rss.aspx#agendaCenter,cityhamiltontx.gov,
us:place:4832972,Hearne city,Texas,United States,4719,cityofhearne.org,civicplus,meeting-without-video,,https://tx-hearne.civicplus.com/MyAccount/ProfileCreate,cityofhearne.com,
us:place:4833188,Hemphill city,Texas,United States,1027,cityofhemphill.com,civicplus,meeting-without-video,,https://cityofhemphill.com/agendacenter,hemphill.govoffice2.com,
us:county:48235,Irion County,Texas,United States,1463,co.irion.tx.us,civicplus,meeting-without-video,,https://www.co.irion.tx.us/agendacenter,,
us:place:4837984,Jones Creek village,Texas,United States,1952,villageofjonescreektexas.com,civicplus,meeting-without-video,,https://villageofjonescreektexas.com/rss.aspx#agendaCenter,jonescreektx.gov,
us:place:4838116,Jourdanton city,Texas,United States,4751,jourdantontexas.org,civicplus,meeting-without-video,,https://jourdantontexas.org/AgendaCenter,,
us:place:4843144,Llano city,Texas,United States,3587,cityofllano.com,civicplus,meeting-without-video,,https://cityofllano.com/agendacenter,,
us:place:4845288,Lytle city,Texas,United States,3626,lytletx.org,civicplus,,https://www.youtube.com/watch?v=6U_2S0h673k,,,
us:place:4847040,Mathis city,Texas,United States,4312,cityofmathis.com,civicplus,meeting-without-video,,,,
us:place:4849128,Montgomery city,Texas,United States,3105,montgomerytexas.gov,civicplus,,https://www.youtube.com/watch?v=gTvkvlErCgg&t=10s,https://montgomerytexas.gov/182/Agendas-Minutes,,
us:place:4850628,Needville city,Texas,United States,3114,cityofneedville.com,civicplus,meeting-without-video,,https://www.cityofneedville.com/AgendaCenter,,
us:place:4853115,Oak Leaf city,Texas,United States,1684,oakleaftexas.org,civicplus,meeting-without-video,,,,
us:place:4853988,Olmos Park city,Texas,United States,2180,olmospark.org,civicplus,no-platform-link-found,https://OLMOSPARKTX.portal.civicclerk.com/event/347/media,https://olmospark.org/AgendaCenter,,
us:place:4859084,Poteet city,Texas,United States,3010,poteettx.org,civicplus,meeting-without-video,,https://poteettx.org/AgendaCenter/City-Council-1,poteettexas.gov,
us:place:4860140,Quinlan city,Texas,United States,1601,cityofquinlan.net,civicplus,meeting-without-video,,https://tx-quinlan.civicplus.com/760/City-Secretary,,
us:place:4867400,Shenandoah city,Texas,United States,3833,shenandoahtx.us,civicplus,,https://www.youtube.com/live/L0lsITl9_l0?si=Z26piE2eGFgC8O7-,,,
us:place:4867640,Shiner city,Texas,United States,2165,shinertexas.gov,civicplus,meeting-without-video,,,shinertx.com,
us:place:4872776,Thorndale city,Texas,United States,1456,cityofthorndaletx.org,civicplus,meeting-without-video,,https://cityofthorndaletx.org/agendacenter,,
us:place:4873868,Tulia city,Texas,United States,4242,tuliatexas.org,civicplus,meeting-without-video,,https://www.tuliatexas.org/AgendaCenter,,
us:place:4875032,Van Horn town,Texas,United States,2020,vanhorntexas.org,civicplus,meeting-without-video,,https://vanhorntexas.org/AgendaCenter,,
us:place:4877416,West Columbia city,Texas,United States,3636,westcolumbiatx.org,civicplus,no-video-found,,https://westcolumbiatx.org/AgendaCenter,,
us:place:4878628,Whitewright town,Texas,United States,1749,whitewright.com,civicplus,meeting-without-video,,https://whitewright.com/agendacenter,,
us:place:4879624,Wimberley city,Texas,United States,2909,cityofwimberley.com,civicplus,no-platform-link-found,https://wimberleytx.portal.civicclerk.com/event/1497/media,https://cityofwimberley.com/AgendaCenter,,
us:place:4879816,Winnsboro city,Texas,United States,3678,winnsborotexas.com,civicplus,meeting-without-video,,https://tx-winnsboro.civicplus.com/129/Agendas-Minutes,cityofwinnsboro.org,
us:place:4903345,Ballard town,Utah,United States,1303,ballardcityut.gov,civicplus,no-platform-link-found,,https://ballardut.civicpluswebopen.com/meetings/recent?field_smart_date_value_2=&field_smart_date_end_value_2=&combine=&department=106&boards-commissions=All,ballardcity.org,
us:place:4914840,Coalville city,Utah,United States,1529,coalvillecity.gov,civicplus,meeting-without-video,,https://www.coalvillecity.gov/agendacenter,,
us:place:4922870,Emery town,Utah,United States,321,emerycounty.com,civicplus,meeting-without-video,,https://portal.civicplus.com/UT-EmeryCounty/notifications,emerytownutah.gov;emerytown.com,
us:place:4948300,Marriott-Slaterville city,Utah,United States,2286,marriott-slaterville.gov,civicplus,no-platform-link-found,,,marriott-slaterville.org,
us:place:4958510,Parowan city,Utah,United States,3282,parowan.gov,civicplus,,https://www.youtube.com/watch?v=qBVdyjjimAI,,parowan.org,
us:place:4977890,Uintah town,Utah,United States,1402,uintahcity.gov,civicplus,no-platform-link-found,,https://uintahut.civicpluswebopen.com/city-recorder,uintahcity.com,
us:place:5048100,Newbury village,Vermont,United States,459,newburyvt.org,civicplus,meeting-without-video,,https://newburyvt.org/agendacenter,,
us:place:5108888,Bowling Green town,Virginia,United States,1284,townofbowlinggreenva.gov,civicplus,no-platform-link-found,,https://bowlinggreenva.civicpluswebopen.com/community/page/visiting-town-bowling-green,townofbowlinggreen.com,
us:place:5110744,Buchanan town,Virginia,United States,1212,buchanan-va.gov,civicplus,no-video-found,,https://www.buchanan-va.gov/agendacenter,townofbuchanan.com,
us:place:5121648,Dayton town,Virginia,United States,1791,daytonva.gov,civicplus,no-video-found,,https://www.daytonva.gov/agendacenter,daytonva.us,
us:place:5148488,Madison town,Virginia,United States,211,madisonco.virginia.gov,civicplus,meeting-without-video,,https://madisonco.virginia.gov/AgendaCenter,townofmadisonva.wordpress.com,
us:place:5167208,Ridgeway town,Virginia,United States,732,youtu.be,civicplus,no-platform-link-found,/m/henry-va-2026-08-26-henry-county-board-of-supervisors-august-25-2026,,,
us:place:5169168,Round Hill town,Virginia,United States,702,roundhillva.gov,civicplus,meeting-without-video,,https://va-roundhill.civicplus.com/1246/Employment-Opportunities,roundhillva.org,
us:place:5179456,Troutdale town,Virginia,United States,138,graysoncountyva.gov,civicplus,meeting-without-video,,https://graysoncountyva.gov/agendacenter,,
us:county:53013,Columbia County,Washington,United States,4141,columbiacountywa.gov,civicplus,no-meeting-nor-video,https://columbiacowa.portal.civicclerk.com/event/669/media,https://columbiacountywa.gov/114/County-Commissioners,columbiaco.com,
us:county:53069,Wahkiakum County,Washington,United States,4873,co.wahkiakum.wa.us,civicplus,meeting-without-video,,https://co.wahkiakum.wa.us/AgendaCenter,wahkiakumcounty.gov,
us:place:5527000,Fox Lake city,Wisconsin,United States,1686,cityoffoxlake.org,civicplus,meeting-without-video,,https://cityoffoxlake.org/agendacenter,,
us:place:5536025,Howards Grove village,Wisconsin,United States,3190,howardsgrovewi.gov,civicplus,no-platform-link-found,,https://howardsgrovewi.gov/archive.aspx,howardsgrove.org,
us:place:5541300,Lake Delton village,Wisconsin,United States,3451,lakedeltonwi.gov,civicplus,no-platform-link-found,,https://lakedeltonwi.gov/129/Agendas-Minutes,lakedelton.org,
us:place:5545350,Lodi city,Wisconsin,United States,3190,cityoflodi.us,civicplus,meeting-without-video,,https://cityoflodi.us/agendacenter,cityoflodiwi.gov,
us:place:5566200,Random Lake village,Wisconsin,United States,1572,randomlakewi.com,civicplus,meeting-without-video,,https://randomlakewi.com/agendacenter,randomlake.org,
us:place:5663755,Ranchester town,Wyoming,United States,1170,ranchesterwy.gov,civicplus,no-platform-link-found,,https://ranchesterwy.gov/1265/Agendas-Minutes,,
us:place:5670570,Shoshoni town,Wyoming,United States,509,shoshoniwyoming.org,civicplus,no-meeting-nor-video,,,,
us:cousub:5000733475,Hinesburg town,Vermont,United States,4698,hinesburg.org,civicplus,meeting-without-video,,https://vt-hinesburg.civicplus.com/AgendaCenter/Selectboard-17,,
us:place:0254920,Nome city,Alaska,United States,3653,nomealaska.org,civicplus,no-platform-link-found,,https://www.nomealaska.org/AgendaCenter,,
us:place:0618506,Del Mar city,California,United States,3858,delmar.ca.us,civicplus,meeting-without-video,,https://www.delmar.ca.us/agendacenter,,
us:place:1219650,Eatonville town,Florida,United States,2333,fl-eatonville.civicplus.com,civicplus,no-platform-link-found,https://eatonville-fl.municodemeetings.com/bc-towncouncil/page/regular-council-meeting-71,,townofeatonville.org,
us:place:1258600,Port Richey city,Florida,United States,3655,portricheypd.gov,civicplus,meeting-without-video,,https://www.cityofportrichey.gov/AgendaCenter,cityofportrichey.com,
us:place:1361040,Pine Lake city,Georgia,United States,755,pinelakega.net,civicplus,meeting-without-video,,https://ga-pinelake.civicplus.com/,pinelakega.com;pinelakega.sophicity.com,
us:place:1710240,Byron city,Illinois,United States,3777,cityofbyron.com,civicplus,no-video-found,,https://cityofbyron.com/AgendaCenter,,
us:place:1723737,El Paso city,Illinois,United States,2723,elpasoil.org,civicplus,no-video-found,,https://elpasoil.org/AgendaCenter,,
us:place:1755938,Olympia Fields village,Illinois,United States,4593,olympia-fields.com,civicplus,meeting-without-video,,https://olympia-fields.com/rss.aspx#agendaCenter,olympiafields.com,
us:place:1910135,Camanche city,Iowa,United States,4557,camancheia.org,civicplus,no-video-found,,https://www.camancheia.org/AgendaCenter,,
us:place:1925365,Ely city,Iowa,United States,2366,elyiowa.com,civicplus,no-video-found,,https://elyiowa.com/AgendaCenter,,
us:place:1979770,University Heights city,Iowa,United States,1177,university-heights.org,civicplus,no-video-found,https://citychannel4.com/cgi-bin/vdb/ytp.pl?id=F27050,https://university-heights.org/AgendaCenter,,
us:place:2020350,Elkhart city,Kansas,United States,1722,ci.elkhart.ks.us,civicplus,no-platform-link-found,,,,
us:place:2045700,Melvern city,Kansas,United States,340,melvernks.com,civicplus,no-meeting-nor-video,,,,
us:place:2055675,Phillipsburg city,Kansas,United States,2225,cityofphillipsburg.com,civicplus,meeting-without-video,,https://cityofphillipsburg.com/agendacenter,,
us:place:2610580,Bridgman city,Michigan,United States,2040,bridgman.org,civicplus,no-video-found,,https://bridgman.org/AgendaCenter,,
us:place:2647180,Leslie city,Michigan,United States,1937,cityofleslie.org,civicplus,no-video-found,,https://cityofleslie.org/AgendaCenter,,
us:place:2647820,Linden city,Michigan,United States,4186,lindenmi.us,civicplus,meeting-without-video,,https://www.lindenmi.us/city-council-meeting-agenda-packets,,
us:place:2650660,Manchester village,Michigan,United States,2027,city-manchester.org,civicplus,no-video-found,,https://www.city-manchester.org/AgendaCenter,vil-manchester.org,
us:place:2710648,Centerville city,Minnesota,United States,3978,centervillemn.com,civicplus,no-platform-link-found,,https://centervillemn.com/AgendaCenter,,
us:place:2740256,Maple Plain city,Minnesota,United States,1653,mapleplainmn.gov,civicplus,meeting-without-video,,https://portal.civicplus.com/MN-MaplePlain/notifications?tab=alerts,mapleplain.com,
us:place:2957422,Piedmont city,Missouri,United States,1862,cityofpiedmont.com,civicplus,no-platform-link-found,,,,
us:place:2962660,Rock Hill city,Missouri,United States,4668,rockhillmo.net,civicplus,no-platform-link-found,,https://rockhillmo.net/agendacenter,,
us:place:2966368,Scott City city,Missouri,United States,4593,scottcitymo.org,civicplus,no-video-found,,https://www.scottcitymo.org/AgendaCenter,,
us:place:3525450,Eunice city,New Mexico,United States,3037,cityofeunice.org,civicplus,no-video-found,,https://cityofeunice.org/AgendaCenter,,
us:place:3705040,Benson town,North Carolina,United States,4660,townofbenson.com,civicplus,meeting-without-video,,https://meetings.boardbook.org/Public/Organization/1593,,
us:place:3763880,Spindale town,North Carolina,United States,4180,spindalenc.net,civicplus,meeting-without-video,,https://www.spindalenc.net/agendacenter,dekana.com,
us:place:3908336,Bratenahl village,Ohio,United States,1396,bratenahl.org,civicplus,no-video-found,,https://bratenahl.org/AgendaCenter,,
us:place:3966530,Richfield village,Ohio,United States,3720,richfieldvillageohio.org,civicplus,no-video-found,,https://richfieldvillageohio.org/AgendaCenter,,
us:place:4107200,Boardman city,Oregon,United States,4495,cityofboardman.com,civicplus,meeting-without-video,https://youtu.be/D8JFxbst21c,https://boardmanor.civicpluswebopen.com/public-works/page/boardmans-recycling-program,,
us:place:4111150,Carlton city,Oregon,United States,2291,ci.carlton.or.us,civicplus,meeting-without-video,,,,
us:place:4259120,Pennsburg borough,Pennsylvania,United States,4036,pennsburg.us,civicplus,no-platform-link-found,,https://pennsburg.us/AgendaCenter,,
us:place:4271144,Slatington borough,Pennsylvania,United States,4296,slatington.org,civicplus,no-video-found,,https://www.slatington.org/AgendaCenter,,
us:place:4500100,Abbeville city,South Carolina,United States,4902,abbevillecitysc.com,civicplus,no-video-found,,https://abbevillecitysc.com/AgendaCenter,,
us:place:4803072,Ames city,Texas,United States,1282,cityofamestexas.com,civicplus,no-video-found,,https://www.cityofamestexas.com/AgendaCenter,,
us:place:4805768,Bartonville town,Texas,United States,1937,townofbartonville.com,civicplus,no-video-found,,https://townofbartonville.com/AgendaCenter,,
us:place:4821904,Early city,Texas,United States,3117,earlytx.net,civicplus,no-video-found,,https://earlytx.net/AgendaCenter,,
us:place:4824828,Eustace city,Texas,United States,1143,eustacetexas.org,civicplus,no-video-found,,https://www.eustacetexas.org/AgendaCenter,cityofeustace.com,
us:place:4830080,Goliad city,Texas,United States,1708,goliadtx.net,civicplus,no-platform-link-found,,https://goliadtx.net/AgendaCenter,,
us:place:4840276,La Grange city,Texas,United States,4509,cityoflg.com,civicplus,no-video-found,,http://www.westlakehills.org/AgendaCenter,lagrange.fais.net,
us:place:4866416,Seadrift city,Texas,United States,1031,www.seadrifttx.org,civicplus,,https://seadrifttx.portal.civicclerk.com/event/21/files,https://www.seadrifttx.org/AgendaCenter,cityofseadrift.com,
us:place:4867100,Shady Shores town,Texas,United States,2998,shady-shores.com,civicplus,meeting-without-video,https://shadyshorestx.portal.civicclerk.com/event/723/media,https://shady-shores.com/rss.aspx#agendaCenter,shadyshores.com,
us:place:4878076,Westworth Village city,Texas,United States,2737,cityofwestworth.com,civicplus,no-video-found,,https://www.cityofwestworth.com/AgendaCenter,,
us:place:4878532,Whitesboro city,Texas,United States,4188,whitesboro.org,civicplus,no-video-found,,https://whitesboro.org/AgendaCenter,whitesborotexas.com,
us:place:5163928,Port Royal town,Virginia,United States,220,portroyalva.gov,civicplus,no-video-found,,https://www.portroyalva.gov/agendacenter,,
us:place:5508225,Bloomer city,Wisconsin,United States,3634,ci.bloomer.wi.us,civicplus,no-video-found,,https://www.ci.bloomer.wi.us/AgendaCenter,,
us:place:5561100,Pardeeville village,Wisconsin,United States,2248,villageofpardeeville.net,civicplus,meeting-without-video,,https://www.villageofpardeeville.net/agendacenter,www.villageofpardeeville.net,
