gov_id,city_name,state_or_province,outcome,reason,agendacenter_url,bodies_seen,delegate_platform,delegate_url,title,date,has_segments,has_video_url,hand_decision
us:place:4816636,Copper Canyon town,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://coppercanyon-tx.org/AgendaCenter,5,,,,,,,
us:place:4819648,De Kalb city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofdekalb.com/AgendaCenter,5,,,,,,,
us:place:4820464,Dimmitt city,Texas,skipped,"resolve raised: 404, message='Not found', url='https://www.dimmittchamber.com/AgendaCenter'",https://dimmittchamber.com/AgendaCenter,,,,,,,,
us:place:4822552,Eden city,Texas,meeting-without-video,"checked 0 real listing row(s), no video link",https://edentexas.com/AgendaCenter,0,,,,,,,
us:place:4823272,Elmendorf city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://elmendorf-tx.com/AgendaCenter,5,,,,,,,
us:place:4824240,Encinal city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofencinal.com/AgendaCenter,5,,,,,,,
us:place:4826136,Florence city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://florencetex.com/AgendaCenter,5,,,,,,,
us:place:4829876,Glen Rose city,Texas,skipped,"resolve raised: Cannot connect to host glenrosetexas.org:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'glenrosetexas.org'. (_ssl.c:1035)"")]",https://glenrosetexas.org/AgendaCenter,,,,,,,,
us:place:4831616,Gunter city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://guntertx.gov/AgendaCenter,5,,,,,,,
us:place:4831952,Hamilton city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://hamiltontexas.com/AgendaCenter,5,,,,,,,
us:place:4832972,Hearne city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofhearne.org/AgendaCenter,5,,,,,,,
us:place:4833188,Hemphill city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofhemphill.com/AgendaCenter,5,,,,,,,
us:county:48235,Irion County,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://co.irion.tx.us/AgendaCenter,5,,,,,,,
us:place:4837984,Jones Creek village,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofjonescreektexas.com/AgendaCenter,5,,,,,,,
us:place:4838116,Jourdanton city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://jourdantontexas.org/AgendaCenter,5,,,,,,,
us:place:4843144,Llano city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofllano.com/AgendaCenter,5,,,,,,,
us:place:4845288,Lytle city,Texas,candidate_tier1_2,,https://lytletx.org/AgendaCenter,19,youtube,https://www.youtube.com/watch?v=6U_2S0h673k,08.24.2026 Regular City Council Meeting,2026-08-24,yes,,accept
us:place:4847040,Mathis city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofmathis.com/AgendaCenter,5,,,,,,,
us:place:4849128,Montgomery city,Texas,candidate_tier1_2,,https://montgomerytexas.gov/AgendaCenter,14,youtube,https://www.youtube.com/watch?v=gTvkvlErCgg&t=10s,08/18/2026 City Council & Planning and Zoning Commission Joint Special Meeting,2026-08-18,yes,,accept
us:place:4850628,Needville city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofneedville.com/AgendaCenter,5,,,,,,,
us:place:4853115,Oak Leaf city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://oakleaftexas.org/AgendaCenter,5,,,,,,,
us:place:4853988,Olmos Park city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://olmospark.org/AgendaCenter,5,,,,,,,
us:place:4859084,Poteet city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://poteettx.org/AgendaCenter,5,,,,,,,
us:place:4860140,Quinlan city,Texas,meeting-without-video,"checked 1 real listing row(s), no video link",https://cityofquinlan.net/AgendaCenter,1,,,,,,,
us:place:4867400,Shenandoah city,Texas,candidate_tier1_2,,https://shenandoahtx.us/AgendaCenter,4,youtube,https://www.youtube.com/live/L0lsITl9_l0?si=Z26piE2eGFgC8O7-,Shenandoah City Council Meeting 8/26/2026,2026-08-26,yes,,accept
us:place:4867640,Shiner city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://shinertexas.gov/AgendaCenter,5,,,,,,,
us:place:4872776,Thorndale city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofthorndaletx.org/AgendaCenter,5,,,,,,,
us:place:4873868,Tulia city,Texas,meeting-without-video,"checked 0 real listing row(s), no video link",https://tuliatexas.org/AgendaCenter,0,,,,,,,
us:place:4875032,Van Horn town,Texas,skipped,"resolve raised: 404, message='Not Found', url='https://vanhorntexas.org/AgendaCenter'",https://vanhorntexas.org/AgendaCenter,,,,,,,,
us:place:4877416,West Columbia city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://westcolumbiatx.org/AgendaCenter,5,,,,,,,
us:place:4878628,Whitewright town,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://whitewright.com/AgendaCenter,5,,,,,,,
us:place:4879624,Wimberley city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofwimberley.com/AgendaCenter,5,,,,,,,
us:place:4879816,Winnsboro city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://winnsborotexas.com/AgendaCenter,5,,,,,,,
us:place:4903345,Ballard town,Utah,skipped,"resolve raised: 404, message='Not Found', url='https://www.ballardcityut.gov/AgendaCenter'",https://ballardcityut.gov/AgendaCenter,,,,,,,,
us:place:4914840,Coalville city,Utah,meeting-without-video,"checked 5 real listing row(s), no video link",https://coalvillecity.gov/AgendaCenter,5,,,,,,,
us:place:4922870,Emery town,Utah,skipped,"resolve raised: 404, message='Not Found', url='https://emerycounty.com/AgendaCenter'",https://emerycounty.com/AgendaCenter,,,,,,,,
us:place:4948300,Marriott-Slaterville city,Utah,meeting-without-video,"checked 0 real listing row(s), no video link",https://marriott-slaterville.gov/AgendaCenter,0,,,,,,,
us:place:4958510,Parowan city,Utah,candidate_tier1_2,,https://parowan.gov/AgendaCenter,33,youtube,https://www.youtube.com/watch?v=9hrqwx3Vh8A,Airport Board 1-5-2026,2026-01-05,yes,,accept
us:place:4977890,Uintah town,Utah,skipped,"resolve raised: 404, message='Not Found', url='https://www.uintahcity.gov/AgendaCenter'",https://uintahcity.gov/AgendaCenter,,,,,,,,
us:place:5048100,Newbury village,Vermont,meeting-without-video,"checked 5 real listing row(s), no video link",https://newburyvt.org/AgendaCenter,5,,,,,,,
us:place:5108888,Bowling Green town,Virginia,skipped,"resolve raised: 404, message='Not Found', url='https://www.townofbowlinggreenva.gov/AgendaCenter'",https://townofbowlinggreenva.gov/AgendaCenter,,,,,,,,
us:place:5110744,Buchanan town,Virginia,meeting-without-video,"checked 5 real listing row(s), no video link",https://buchanan-va.gov/AgendaCenter,5,,,,,,,
us:place:5121648,Dayton town,Virginia,meeting-without-video,"checked 5 real listing row(s), no video link",https://daytonva.gov/AgendaCenter,5,,,,,,,
us:place:5148488,Madison town,Virginia,meeting-without-video,"checked 5 real listing row(s), no video link",https://madisonco.virginia.gov/AgendaCenter,5,,,,,,,
us:place:5167208,Ridgeway town,Virginia,skipped,resolve raised: YouTube video AgendaCente is gone: ERROR: [youtube] AgendaCente: This video is unavailable,https://youtu.be/AgendaCenter,,,,,,,,
us:place:5169168,Round Hill town,Virginia,meeting-without-video,"checked 0 real listing row(s), no video link",https://roundhillva.gov/AgendaCenter,0,,,,,,,
us:place:5179456,Troutdale town,Virginia,meeting-without-video,"checked 5 real listing row(s), no video link",https://graysoncountyva.gov/AgendaCenter,5,,,,,,,
us:county:53013,Columbia County,Washington,meeting-without-video,"checked 0 real listing row(s), no video link",https://columbiacountywa.gov/AgendaCenter,0,,,,,,,
us:county:53069,Wahkiakum County,Washington,meeting-without-video,"checked 5 real listing row(s), no video link",https://co.wahkiakum.wa.us/AgendaCenter,5,,,,,,,
us:place:5527000,Fox Lake city,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityoffoxlake.org/AgendaCenter,5,,,,,,,
us:place:5536025,Howards Grove village,Wisconsin,meeting-without-video,"checked 0 real listing row(s), no video link",https://howardsgrovewi.gov/AgendaCenter,0,,,,,,,
us:place:5541300,Lake Delton village,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://lakedeltonwi.gov/AgendaCenter,5,,,,,,,
us:place:5545350,Lodi city,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityoflodi.us/AgendaCenter,5,,,,,,,
us:place:5566200,Random Lake village,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://randomlakewi.com/AgendaCenter,5,,,,,,,
us:place:5663755,Ranchester town,Wyoming,meeting-without-video,"checked 0 real listing row(s), no video link",https://ranchesterwy.gov/AgendaCenter,0,,,,,,,
us:place:5670570,Shoshoni town,Wyoming,meeting-without-video,"checked 0 real listing row(s), no video link",https://shoshoniwyoming.org/AgendaCenter,0,,,,,,,
us:cousub:5000733475,Hinesburg town,Vermont,meeting-without-video,"checked 5 real listing row(s), no video link",https://hinesburg.org/AgendaCenter,5,,,,,,,
us:place:0254920,Nome city,Alaska,meeting-without-video,"checked 0 real listing row(s), no video link",https://nomealaska.org/AgendaCenter,0,,,,,,,
us:place:0618506,Del Mar city,California,skipped,resolve raised: Cannot connect to host delmar.ca.us:443 ssl:default [Connection reset by peer],https://delmar.ca.us/AgendaCenter,,,,,,,,
us:place:1219650,Eatonville town,Florida,meeting-without-video,"checked 0 real listing row(s), no video link",https://fl-eatonville.civicplus.com/AgendaCenter,0,,,,,,,
us:place:1258600,Port Richey city,Florida,skipped,"resolve raised: 404, message='Not Found', url='https://www.portricheypd.gov/AgendaCenter'",https://portricheypd.gov/AgendaCenter,,,,,,,,
us:place:1361040,Pine Lake city,Georgia,skipped,"resolve raised: 404, message='Not Found', url='https://pinelakega.net/AgendaCenter'",https://pinelakega.net/AgendaCenter,,,,,,,,
us:place:1710240,Byron city,Illinois,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofbyron.com/AgendaCenter,5,,,,,,,
us:place:1723737,El Paso city,Illinois,meeting-without-video,"checked 5 real listing row(s), no video link",https://elpasoil.org/AgendaCenter,5,,,,,,,
us:place:1755938,Olympia Fields village,Illinois,meeting-without-video,"checked 5 real listing row(s), no video link",https://olympia-fields.com/AgendaCenter,5,,,,,,,
us:place:1910135,Camanche city,Iowa,meeting-without-video,"checked 5 real listing row(s), no video link",https://camancheia.org/AgendaCenter,5,,,,,,,
us:place:1925365,Ely city,Iowa,meeting-without-video,"checked 5 real listing row(s), no video link",https://elyiowa.com/AgendaCenter,5,,,,,,,
us:place:1979770,University Heights city,Iowa,meeting-without-video,"checked 5 real listing row(s), no video link",https://university-heights.org/AgendaCenter,5,,,,,,,
us:place:2020350,Elkhart city,Kansas,skipped,"resolve raised: 404, message='Not Found', url='https://ci.elkhart.ks.us/AgendaCenter'",https://ci.elkhart.ks.us/AgendaCenter,,,,,,,,
us:place:2045700,Melvern city,Kansas,skipped,"resolve raised: 404, message='Not Found', url='https://melvernks.com/AgendaCenter'",https://melvernks.com/AgendaCenter,,,,,,,,
us:place:2055675,Phillipsburg city,Kansas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofphillipsburg.com/AgendaCenter,5,,,,,,,
us:place:2610580,Bridgman city,Michigan,meeting-without-video,"checked 5 real listing row(s), no video link",https://bridgman.org/AgendaCenter,5,,,,,,,
us:place:2647180,Leslie city,Michigan,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofleslie.org/AgendaCenter,5,,,,,,,
us:place:2647820,Linden city,Michigan,skipped,"resolve raised: 403, message='Forbidden', url='https://lindenmi.us/AgendaCenter'",https://lindenmi.us/AgendaCenter,,,,,,,,
us:place:2650660,Manchester village,Michigan,meeting-without-video,"checked 5 real listing row(s), no video link",https://city-manchester.org/AgendaCenter,5,,,,,,,
us:place:2710648,Centerville city,Minnesota,meeting-without-video,"checked 0 real listing row(s), no video link",https://centervillemn.com/AgendaCenter,0,,,,,,,
us:place:2740256,Maple Plain city,Minnesota,skipped,"resolve raised: 404, message='Not Found', url='https://www.mapleplainmn.gov/AgendaCenter'",https://mapleplainmn.gov/AgendaCenter,,,,,,,,
us:place:2957422,Piedmont city,Missouri,skipped,"resolve raised: 404, message='Not Found', url='https://www.cityofpiedmont.com/AgendaCenter'",https://cityofpiedmont.com/AgendaCenter,,,,,,,,
us:place:2962660,Rock Hill city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://rockhillmo.net/AgendaCenter,5,,,,,,,
us:place:2966368,Scott City city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://scottcitymo.org/AgendaCenter,5,,,,,,,
us:place:3525450,Eunice city,New Mexico,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofeunice.org/AgendaCenter,5,,,,,,,
us:place:3705040,Benson town,North Carolina,skipped,"resolve raised: 404, message='Not Found', url='https://townofbenson.com/AgendaCenter'",https://townofbenson.com/AgendaCenter,,,,,,,,
us:place:3763880,Spindale town,North Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://spindalenc.net/AgendaCenter,5,,,,,,,
us:place:3908336,Bratenahl village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://bratenahl.org/AgendaCenter,5,,,,,,,
us:place:3966530,Richfield village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://richfieldvillageohio.org/AgendaCenter,5,,,,,,,
us:place:4107200,Boardman city,Oregon,skipped,"resolve raised: 404, message='Not Found', url='https://www.cityofboardman.com/AgendaCenter'",https://cityofboardman.com/AgendaCenter,,,,,,,,
us:place:4111150,Carlton city,Oregon,skipped,"resolve raised: 404, message='Not Found', url='https://www.ci.carlton.or.us/AgendaCenter'",https://ci.carlton.or.us/AgendaCenter,,,,,,,,
us:place:4259120,Pennsburg borough,Pennsylvania,meeting-without-video,"checked 0 real listing row(s), no video link",https://pennsburg.us/AgendaCenter,0,,,,,,,
us:place:4271144,Slatington borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://slatington.org/AgendaCenter,5,,,,,,,
us:place:4500100,Abbeville city,South Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://abbevillecitysc.com/AgendaCenter,5,,,,,,,
us:place:4803072,Ames city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofamestexas.com/AgendaCenter,5,,,,,,,
us:place:4805768,Bartonville town,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofbartonville.com/AgendaCenter,5,,,,,,,
us:place:4821904,Early city,Texas,meeting-without-video,"checked 2 real listing row(s), no video link",https://earlytx.net/AgendaCenter,2,,,,,,,
us:place:4824828,Eustace city,Texas,meeting-without-video,"checked 4 real listing row(s), no video link",https://eustacetexas.org/AgendaCenter,4,,,,,,,
us:place:4830080,Goliad city,Texas,meeting-without-video,"checked 0 real listing row(s), no video link",https://goliadtx.net/AgendaCenter,0,,,,,,,
us:place:4840276,La Grange city,Texas,skipped,"resolve raised: 404, message='Not Found', url='https://cityoflg.com/AgendaCenter'",https://cityoflg.com/AgendaCenter,,,,,,,,
us:place:4866416,Seadrift city,Texas,meeting-without-video,delegate resolved but no segments/video_url,https://www.seadrifttx.org/AgendaCenter,6,civicclerk,https://seadrifttx.portal.civicclerk.com/event/36/files,City Council Public Hearing,2026-09-17,,,
us:place:4867100,Shady Shores town,Texas,meeting-without-video,"checked 0 real listing row(s), no video link",https://shady-shores.com/AgendaCenter,0,,,,,,,
us:place:4878076,Westworth Village city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofwestworth.com/AgendaCenter,5,,,,,,,
us:place:4878532,Whitesboro city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://whitesboro.org/AgendaCenter,5,,,,,,,
us:place:5163928,Port Royal town,Virginia,meeting-without-video,"checked 2 real listing row(s), no video link",https://portroyalva.gov/AgendaCenter,2,,,,,,,
us:place:5508225,Bloomer city,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://ci.bloomer.wi.us/AgendaCenter,5,,,,,,,
us:place:5561100,Pardeeville village,Wisconsin,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofpardeeville.net/AgendaCenter,5,,,,,,,
