gov_id,unit_name,domain,meeting_url,platform,tier,outcome,jurisdiction,segments,agenda_items,video_url,detail
us:place:3921000,"Dayton city, OH",daytonohio.gov,https://youtu.be/2FvcBKFbrm4?si=kRydsKfxTJF8BBPN,youtube,tier3-video-only,queued,"Dayton city, OH",0,0,https://www.youtube.com/embed/2FvcBKFbrm4,tier3_auto_transcription_queue.txt
us:place:3929106,"Gahanna city, OH",gahanna.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3931304,"Grandview Heights city, OH",grandviewheights.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3935252,"Highland Heights city, OH",highlandhtsohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3948482,"Mayfield Heights city, OH",mayfieldheightsohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3955216,"New Philadelphia city, OH",newphiladelphiaoh.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3957190,"Northwood city, OH",northwoodoh.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3974076,"Springboro city, OH",cityofspringboro.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3976876,"Tipp City city, OH",tippcityohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3977322,"Trenton city, OH",trentonoh.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3986730,"Wyoming city, OH",wyomingohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4006400,"Bixby city, OK",bixbyok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4006600,"Blackwell city, OK",blackwellok.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4013950,"Chickasha city, OK",chickasha.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4017800,"Coweta city, OK",cityofcoweta-ok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4021900,"Duncan city, OK",duncanok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4023700,"El Reno city, OK",elrenook.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4031600,"Grove city, OK",cityofgroveok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4048000,"Miami city, OK",miamiok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4058700,"Piedmont city, OK",piedmont-ok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4059850,"Ponca City city, OK",poncacityok.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4061150,"Purcell city, OK",purcellok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4065300,"Sand Springs city, OK",sandspringsok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4075450,"Tuttle city, OK",tuttleok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4082150,"Woodward city, OK",cityofwoodward-ok.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4112400,"Central Point city, OR",centralpointoregon.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4123850,"Eugene city, OR",eugene-or.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4124250,"Fairview city, OR",fairvieworegon.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4130550,"Grants Pass city, OR",grantspassoregon.gov,https://videoplayer.telvue.com/player/w9sPsSE7vna3XTN_39bs1rEXjVWF0kfP/media/1044099?fullscreen=false&showtabssearch=true&show_title_description_summary=true&autoplay=false,telvue,tier1,ingested,"Grants Pass city, OR",1214,10,https://telvuevod-secure.akamaized.net/vodhls/vod_player/218/media/1044099/1788479358/master.m3u8,/m/grants-pass-or-2026-09-02-grants-pass-city-council
us:place:4164600,"St. Helens city, OR",sthelensoregon.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4177050,"Veneta city, OR",venetaoregon.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4183750,"Woodburn city, OR",woodburn-or.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4223584,"Emmaus borough, PA",emmauspa.gov,https://www.youtube.com/watch?v=wQaL-QSoAu0,youtube,tier3-video-only,queued,"Emmaus borough, PA",0,0,https://www.youtube.com/embed/wQaL-QSoAu0,tier3_auto_transcription_queue.txt
us:place:4246256,"McKeesport city, PA",mckeesport-pa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4283512,"West Mifflin borough, PA",westmifflin.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4513330,"Charleston city, SC",charleston-sc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4528060,"Gaffney city, SC",cityofgaffney-sc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4539310,"Lake City city, SC",lakecitysc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4570270,"Summerville town, SC",summervillesc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4627260,"Harrisburg city, SD",harrisburgsd.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4631060,"Huron city, SD",huronsd.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4700540,"Alcoa city, TN",cityofalcoa-tn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4728540,"Gallatin city, TN",gallatintn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4741200,"La Vergne city, TN",lavergnetn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4741340,"Lawrenceburg city, TN",lawrenceburgtn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4751560,"Murfreesboro city, TN",murfreesborotn.gov,https://reflect-vod-murfreesborotn.cablecast.tv/show/5598?site=1,cablecast,tier1,ingested,"Murfreesboro city, TN",225,0,https://reflect-vod-murfreesborotn.cablecast.tv/vod/5598-City-Council-Sept-3-2026-v4/vod.m3u8,/m/murfreesboro-tn-2026-09-03-city-council-9-3-26
us:place:4758080,"Pigeon Forge city, TN",cityofpigeonforgetn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4761960,"Red Bank city, TN",redbanktn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4780200,"White House city, TN",whitehousetn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4802260,"Alvarado city, TX",cityofalvarado.org,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4803600,"Aransas Pass city, TX",aptx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4804504,"Athens city, TX",athenstx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4804600,"Aubrey city, TX",aubreytx.gov,https://youtu.be/Zh5fxIRXQRA,youtube,tier3-video-only,queued,"Aubrey city, TX",0,0,https://www.youtube.com/embed/Zh5fxIRXQRA,tier3_auto_transcription_queue.txt
us:place:4810780,"Brownwood city, TX",brownwoodtexas.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4812532,"Canyon city, TX",canyontx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4816624,"Copperas Cove city, TX",copperascovetx.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4821892,"Eagle Pass city, TX",eaglepasstx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4831592,"Gun Barrel City city, TX",gunbarrelcity.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4833320,"Hereford city, TX",herefordtexas.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4836092,"Iowa Colony village, TX",iowacolonytx.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4841116,"La Marque city, TX",cityoflamarque.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4841440,"La Porte city, TX",laportetx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4842820,"Lindale city, TX",lindaletx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4846584,"Marble Falls city, TX",marblefallstx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4855080,"Paris city, TX",paristexas.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4856000,"Pasadena city, TX",pasadenatx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4859748,"Providence Village town, TX",pvtx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4864472,"San Angelo city, TX",sanangelo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4868624,"Snyder city, TX",snydertx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4869020,"South Houston city, TX",southhoustontx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4870208,"Stephenville city, TX",stephenvilletx.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4871540,"Sweetwater city, TX",sweetwatertx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4875308,"Vernon city, TX",vernontx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4876864,"Weatherford city, TX",weatherfordtx.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:4876948,"Webster city, TX",webstertx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4877956,"West University Place city, TX",westutx.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:4955210,"North Salt Lake city, UT",nslcity.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5085150,"Winooski city, VT",winooskivt.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5129600,"Franklin city, VA",franklinva.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5129744,"Fredericksburg city, VA",fredericksburgva.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5168000,"Roanoke city, VA",roanokeva.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5170000,"Salem city, VA",salemva.gov,,,,no-video-found,,,,,"checked 3 candidate row(s), none had video"
us:place:5173200,"Smithfield town, VA",smithfieldva.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5181280,"Vinton town, VA",vintonva.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5183136,"Warrenton town, VA",warrentonva.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5187712,"Woodstock town, VA",woodstockva.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5306330,"Black Diamond city, WA",blackdiamondwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5308920,"Burlington city, WA",burlingtonwa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5318965,"DuPont city, WA",dupontwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5320155,"East Wenatchee city, WA",eastwenatcheewa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5320645,"Edgewood city, WA",edgewoodwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5323795,"Fife city, WA",fifewa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5335065,"Kelso city, WA",kelso.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5346685,"Monroe city, WA",monroewa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5347245,"Moses Lake city, WA",moseslakewa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5347560,"Mount Vernon city, WA",mountvernonwa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5349485,"North Bend city, WA",northbendwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5355785,"Port Orchard city, WA",portorchardwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5356695,"Puyallup city, WA",puyallupwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5363280,"Selah city, WA",selahwa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5368260,"Sultan city, WA",sultanwa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5379590,"Woodinville city, WA",woodinville.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5426452,"Fairmont city, WV",fairmontwv.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5511200,"Burlington city, WI",burlington-wi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5514575,"Chippewa Falls city, WI",chippewafalls-wi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5519350,"DeForest village, WI",deforestwi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5519400,"Delafield city, WI",cityofdelafieldwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5536250,"Hudson city, WI",hudsonwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5551025,"Menomonie city, WI",menomonie-wi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5556375,"New Berlin city, WI",newberlinwi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5559250,"Oconomowoc city, WI",oconomowoc-wi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5560200,"Oregon village, WI",oregonwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5563525,"Plover village, WI",ploverwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5563700,"Plymouth city, WI",plymouthwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5567475,"Richfield village, WI",richfieldwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5575125,"South Milwaukee city, WI",southmilwaukee.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5581250,"Twin Lakes village, WI",twinlakeswi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5583825,"Waterford village, WI",waterfordwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5584425,"Waupun city, WI",cityofwaupunwi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:5586025,"Weston village, WI",westonwi.gov,https://youtu.be/2BEGEZeHzS0,youtube,tier3-video-only,queued,"Weston village, WI",0,0,https://www.youtube.com/embed/2BEGEZeHzS0,tier3_auto_transcription_queue.txt
us:place:5588200,"Wisconsin Rapids city, WI",wirapids.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5663900,"Rawlins city, WY",rawlinswy.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:5677530,"Torrington city, WY",torringtonwy.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1338964,"Hinesville city, GA",cityofhinesville.org,,,,resolve-failed,,,,,"resolve raised: Cannot connect to host cityofhinesville.org:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cityofhinesville.org'. (_ssl.c:1035)"")]"
us:place:1829520,"Greenfield city, IN",greenfieldin.gov,,,,resolve-failed,,,,,resolve raised: Cannot connect to host greenfieldin.gov:443 ssl:default [[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1035)]
us:place:1911755,"Cedar Falls city, IA",cedarfalls.com,,,,resolve-failed,,,,,"resolve raised: Cannot connect to host cedarfalls.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cedarfalls.com'. (_ssl.c:1035)"")]"
us:place:3738320,"Lincolnton city, NC",lincolntonnc.gov,,,,resolve-failed,,,,,"resolve raised: 0, message='', url='https://lincolntonnc.gov/AgendaCenter'"
us:place:3921308,"Defiance city, OH",cityofdefiance.gov,,,,resolve-failed,,,,,"resolve raised: Cannot connect to host cityofdefiance.gov:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cityofdefiance.gov'. (_ssl.c:1035)"")]"
us:place:4865726,"Santa Fe city, TX",santafetx.gov,,,,resolve-failed,,,,,resolve raised: Cannot connect to host santafetx.gov:443 ssl:default [Connection reset by peer]
